QTL_ID	Symbol	Chromosome	Center_cM	Range_cM	Cood_A_bp	Coord_B_bp	Trait_Name	Significance	FlankMrkA2	FlankMrkA1	FlankMrkB1	FlankMrkB2
165844	WITHIH	4	382.51	382.51-382.51	68862065	68862105	Withers height	Significant				
165852	WITHIH	4	380.56	380.56-380.56	68509662	68509702	Withers height	Significant				
165924	WITHIH	4	211.49	211.49-211.49	38073996	38074036	Withers height	Significant				
165937	WITHIH	4	315.96	315.96-315.96	56881441	56881481	Withers height	Significant				
166039	WITHIH	4	211.10	211.10-211.10	38003935	38003975	Withers height	Significant				
166043	WITHIH	4	211.10	211.10-211.10	38004060	38004100	Withers height	Significant				
166112	WITHIH	4	242.63	242.63-242.63	43678841	43678881	Withers height	Significant				
166136	WITHIH	4	301.85	301.85-301.85	54341267	54341307	Withers height	Significant				
166161	WITHIH	4	167.10	167.10-167.10	30082521	30082561	Withers height	Significant				
166192	WITHIH	4			73550337	73550377	Withers height	Significant				
166199	WITHIH	4	242.61	242.61-242.61	43675784	43675824	Withers height	Significant				
165808	WITHIH	5			85959323	85959363	Withers height	Significant				
165820	WITHIH	5	13.61	13.61-13.61	1407994	1408034	Withers height	Significant				
165915	WITHIH	5			83572563	83572603	Withers height	Significant				
165952	WITHIH	5	22.24	22.24-22.24	2299922	2299962	Withers height	Significant				
165968	WITHIH	5			92434874	92434914	Withers height	Significant				
165974	WITHIH	5			89422199	89422239	Withers height	Significant				
165982	WITHIH	5	269.05	269.05-269.05	27824969	27825009	Withers height	Significant				
165983	WITHIH	5	269.05	269.05-269.06	27825372	27825412	Withers height	Significant				
165984	WITHIH	5			61581803	61581843	Withers height	Significant				
166022	WITHIH	5			94618070	94618110	Withers height	Significant				
166097	WITHIH	5	52.07	52.07-52.07	5384928	5384968	Withers height	Significant				
166149	WITHIH	5	250.47	250.47-250.47	25902892	25902932	Withers height	Significant				
166160	WITHIH	5			54823138	54823178	Withers height	Significant				
166165	WITHIH	5			85508947	85508987	Withers height	Significant				
166187	WITHIH	5	66.25	66.25-66.25	6851914	6851954	Withers height	Significant				
166203	WITHIH	5			86909972	86910012	Withers height	Significant				
166248	WITHIH	5	284.27	284.27-284.27	29399135	29399175	Withers height	Significant				
166254	WITHIH	5	253.25	253.25-253.25	26191332	26191372	Withers height	Significant				
165781	WITHIH	6			27886497	27886537	Withers height	Significant				
165812	WITHIH	6	215.70	215.70-215.70	12686233	12686273	Withers height	Significant				
165849	WITHIH	6			32852221	32852261	Withers height	Significant				
165857	WITHIH	6			79426733	79426773	Withers height	Significant				
165879	WITHIH	6			28074497	28074537	Withers height	Significant				
165888	WITHIH	6			81643481	81643521	Withers height	Significant				
165896	WITHIH	6	88.24	88.24-88.24	5190036	5190076	Withers height	Significant				
165899	WITHIH	6			54829851	54829891	Withers height	Significant				
165931	WITHIH	6	88.38	88.38-88.38	5198072	5198112	Withers height	Significant				
166005	WITHIH	6			28058001	28058041	Withers height	Significant				
166044	WITHIH	6	353.46	353.46-353.46	20788942	20788982	Withers height	Significant				
166052	WITHIH	6			75454429	75454469	Withers height	Significant				
166153	WITHIH	6	78.98	78.98-78.98	4645217	4645257	Withers height	Significant				
166154	WITHIH	6	78.98	78.98-78.98	4645444	4645484	Withers height	Significant				
166236	WITHIH	6			27886497	27886537	Withers height	Significant				
211603	WITHIH	6					Withers height	Significant				
211604	WITHIH	6			81392197	81392237	Withers height	Significant				
211605	WITHIH	6					Withers height	Significant				
211606	WITHIH	6					Withers height	Significant				
165798	WITHIH	7	213.00	213.00-213.00	91730633	91730673	Withers height	Significant				
165841	WITHIH	7	165.85	165.85-165.85	71424375	71424415	Withers height	Significant				
165864	WITHIH	7	150.91	150.91-150.91	64990003	64990043	Withers height	Significant				
165902	WITHIH	7	88.30	88.30-88.30	38028589	38028629	Withers height	Significant				
165907	WITHIH	7	57.84	57.84-57.84	24910374	24910414	Withers height	Significant				
166047	WITHIH	7	70.45	70.45-70.45	30341796	30341836	Withers height	Significant				
166057	WITHIH	7	46.11	46.11-46.11	19856040	19856080	Withers height	Significant				
166089	WITHIH	7	56.03	56.03-56.03	24131733	24131773	Withers height	Significant				
166090	WITHIH	7	19.78	19.78-19.78	8519600	8519640	Withers height	Significant				
166094	WITHIH	7	84.78	84.78-84.78	36511884	36511924	Withers height	Significant				
166145	WITHIH	7	146.24	146.24-146.24	62980979	62981019	Withers height	Significant				
166146	WITHIH	7	146.24	146.24-146.24	62981195	62981235	Withers height	Significant				
166218	WITHIH	7	213.00	213.00-213.00	91730633	91730673	Withers height	Significant				
166221	WITHIH	7	7.19	7.19-7.19	3097494	3097534	Withers height	Significant				
166225	WITHIH	7	66.05	66.05-66.05	28446114	28446154	Withers height	Significant				
166230	WITHIH	7	190.13	190.13-190.13	81884311	81884351	Withers height	Significant				
166267	WITHIH	7	114.24	114.24-114.24	49199207	49199247	Withers height	Significant				
165763	WITHIH	8			49140328	49140368	Withers height	Significant				
165764	WITHIH	8			54131784	54131824	Withers height	Significant				
165765	WITHIH	8	319.14	319.14-319.14	27012242	27012282	Withers height	Significant				
165776	WITHIH	8			37153911	37153951	Withers height	Significant				
165779	WITHIH	8	392.34	392.34-392.34	33207930	33207970	Withers height	Significant				
165786	WITHIH	8			36632807	36632847	Withers height	Significant				
165787	WITHIH	8	253.89	253.89-253.89	21489448	21489488	Withers height	Significant				
165788	WITHIH	8			78851006	78851046	Withers height	Significant				
165793	WITHIH	8			47307931	47307971	Withers height	Significant				
165806	WITHIH	8			47310910	47310950	Withers height	Significant				
165807	WITHIH	8			47312053	47312093	Withers height	Significant				
165809	WITHIH	8	130.14	130.14-130.14	11014784	11014824	Withers height	Significant				
165821	WITHIH	8			50351927	50351967	Withers height	Significant				
165865	WITHIH	8			51551378	51551418	Withers height	Significant				
165866	WITHIH	8			51551744	51551784	Withers height	Significant				
165870	WITHIH	8			58001674	58001714	Withers height	Significant				
165877	WITHIH	8	130.14	130.14-130.14	11014784	11014824	Withers height	Significant				
165880	WITHIH	8			49140328	49140368	Withers height	Significant				
165882	WITHIH	8			52925636	52925676	Withers height	Significant				
165884	WITHIH	8			78851006	78851046	Withers height	Significant				
165891	WITHIH	8	319.14	319.14-319.14	27012242	27012282	Withers height	Significant				
165897	WITHIH	8			68601274	68601314	Withers height	Significant				
165928	WITHIH	8			49140151	49140191	Withers height	Significant				
165939	WITHIH	8			38853209	38853249	Withers height	Significant				
165946	WITHIH	8			63437204	63437244	Withers height	Significant				
165950	WITHIH	8	306.70	306.70-306.70	25959660	25959700	Withers height	Significant				
165973	WITHIH	8			61514909	61514949	Withers height	Significant				
165996	WITHIH	8			65600399	65600439	Withers height	Significant				
166023	WITHIH	8			37153911	37153951	Withers height	Significant				
166032	WITHIH	8	237.67	237.67-237.67	20116421	20116461	Withers height	Significant				
166050	WITHIH	8			36632807	36632847	Withers height	Significant				
166056	WITHIH	8	225.87	225.87-225.87	19118069	19118109	Withers height	Significant				
166072	WITHIH	8			60590150	60590190	Withers height	Significant				
166077	WITHIH	8			62876202	62876242	Withers height	Significant				
166081	WITHIH	8			69525161	69525201	Withers height	Significant				
166084	WITHIH	8			54308567	54308607	Withers height	Significant				
166085	WITHIH	8			56225753	56225793	Withers height	Significant				
166110	WITHIH	8			55145708	55145748	Withers height	Significant				
166111	WITHIH	8			49204497	49204537	Withers height	Significant				
166115	WITHIH	8			54131784	54131824	Withers height	Significant				
166121	WITHIH	8			51551378	51551418	Withers height	Significant				
166127	WITHIH	8			51551744	51551784	Withers height	Significant				
166157	WITHIH	8			85913129	85913169	Withers height	Significant				
166159	WITHIH	8			80578938	80578978	Withers height	Significant				
166167	WITHIH	8	77.00	77.00-77.00	6517081	6517121	Withers height	Significant				
166170	WITHIH	8			38851551	38851591	Withers height	Significant				
166193	WITHIH	8			48391484	48391524	Withers height	Significant				
166196	WITHIH	8			50351927	50351967	Withers height	Significant				
166214	WITHIH	8			72648824	72648864	Withers height	Significant				
166229	WITHIH	8	253.89	253.89-253.89	21489448	21489488	Withers height	Significant				
166240	WITHIH	8	267.49	267.49-267.49	22640866	22640906	Withers height	Significant				
29018	WITHIH	9	370.43	370.43-370.43	74798123	74798163	Withers height	Significant				
29019	WITHIH	9	370.43	370.43-370.43	74794993	74795033	Withers height	Significant				
29020	WITHIH	9	370.43	370.43-370.43	74795069	74795109	Withers height	Significant				
29021	WITHIH	9	370.43	370.43-370.43	74795216	74795256	Withers height	Significant				
29022	WITHIH	9	370.43	370.43-370.43	76254713	76254753	Withers height	Significant				
29023	WITHIH	9	370.43	370.43-370.43	75386822	75386862	Withers height	Significant				
29503	BSIZE	9	316.25	316.25-316.25	75550039	75550079	Overall body size	Significant				
147703	BW	9	312.93	312.93-312.93	74756665	74756705	Body weight	Significant				
147704	BW	9	313.09	313.09-313.09	74794993	74795033	Body weight	Significant				
147705	BW	9	313.10	313.10-313.10	74798123	74798163	Body weight	Significant				
147706	BW	9	314.97	314.97-314.97	75245677	75245717	Body weight	Significant				
147707	BW	9	315.51	315.51-315.51	75374629	75374669	Body weight	Significant				
147708	BW	9	318.83	318.83-318.83	76167890	76167930	Body weight	Significant				
147709	BW	9	322.74	322.74-322.74	77100409	77100449	Body weight	Significant				
165785	WITHIH	9	144.40	144.40-144.40	34495989	34496029	Withers height	Significant				
165813	WITHIH	9	315.91	315.91-315.91	75468528	75468568	Withers height	Significant				
165832	WITHIH	9	18.44	18.44-18.44	4405708	4405748	Withers height	Significant				
165833	WITHIH	9	311.01	311.01-311.01	74298706	74298746	Withers height	Significant				
165837	WITHIH	9	41.38	41.38-41.38	9886585	9886625	Withers height	Significant				
165862	WITHIH	9	146.58	146.58-146.58	35017131	35017171	Withers height	Significant				
165901	WITHIH	9	313.10	313.10-313.10	74798123	74798163	Withers height	Significant				
165903	WITHIH	9	18.44	18.44-18.44	4405708	4405748	Withers height	Significant				
165911	WITHIH	9	313.09	313.09-313.09	74794993	74795033	Withers height	Significant				
165927	WITHIH	9	313.09	313.09-313.09	74795069	74795109	Withers height	Significant				
165948	WITHIH	9	147.82	147.82-147.82	35314004	35314044	Withers height	Significant				
165957	WITHIH	9	146.25	146.25-146.25	34937771	34937811	Withers height	Significant				
165958	WITHIH	9	146.37	146.37-146.37	34966727	34966767	Withers height	Significant				
165970	WITHIH	9	146.58	146.58-146.58	35017131	35017171	Withers height	Significant				
165985	WITHIH	9	266.94	266.94-266.94	63771322	63771362	Withers height	Significant				
166006	WITHIH	9	146.06	146.06-146.06	34892511	34892551	Withers height	Significant				
166007	WITHIH	9	288.83	288.83-288.83	69000995	69001035	Withers height	Significant				
166013	WITHIH	9	148.32	148.32-148.32	35433178	35433218	Withers height	Significant				
166014	WITHIH	9	148.49	148.49-148.49	35474643	35474683	Withers height	Significant				
166015	WITHIH	9	148.69	148.69-148.69	35520468	35520508	Withers height	Significant				
166016	WITHIH	9	149.38	149.38-149.38	35685514	35685554	Withers height	Significant				
166106	WITHIH	9	150.31	150.31-150.31	35908948	35908988	Withers height	Significant				
166133	WITHIH	9	144.40	144.40-144.40	34495989	34496029	Withers height	Significant				
166144	WITHIH	9	145.21	145.21-145.21	34689895	34689935	Withers height	Significant				
166201	WITHIH	9	173.57	173.57-173.57	41464086	41464126	Withers height	Significant				
166232	WITHIH	9	116.68	116.68-116.68	27873121	27873161	Withers height	Significant				
166234	WITHIH	9	311.01	311.01-311.01	74298706	74298746	Withers height	Significant				
165850	WITHIH	10	241.47	241.47-241.47	41699739	41699779	Withers height	Significant				
165853	WITHIH	10	315.83	315.83-315.83	54542355	54542395	Withers height	Significant				
165883	WITHIH	10	243.98	243.98-243.98	42134077	42134117	Withers height	Significant				
165890	WITHIH	10	174.34	174.34-174.34	30107473	30107513	Withers height	Significant				
165918	WITHIH	10			77369879	77369919	Withers height	Significant				
165945	WITHIH	10	156.27	156.27-156.27	26986348	26986388	Withers height	Significant				
165960	WITHIH	10					Withers height	Significant				
165963	WITHIH	10	250.95	250.95-250.95	43336566	43336606	Withers height	Significant				
165964	WITHIH	10	127.79	127.79-127.79	22067876	22067916	Withers height	Significant				
165993	WITHIH	10	107.91	107.91-107.91	18636036	18636076	Withers height	Significant				
165998	WITHIH	10	362.70	362.69-362.70	62634879	62634919	Withers height	Significant				
166000	WITHIH	10	33.32	33.32-33.32	5754572	5754612	Withers height	Significant				
166024	WITHIH	10			71853126	71853166	Withers height	Significant				
166068	WITHIH	10	335.58	335.58-335.58	57951750	57951790	Withers height	Significant				
166107	WITHIH	10	52.37	52.37-52.37	9044329	9044369	Withers height	Significant				
166113	WITHIH	10	223.98	223.98-223.98	38680271	38680311	Withers height	Significant				
166128	WITHIH	10			69826424	69826464	Withers height	Significant				
166137	WITHIH	10	115.66	115.66-115.66	19973038	19973078	Withers height	Significant				
166152	WITHIH	10	241.47	241.47-241.47	41699739	41699779	Withers height	Significant				
166169	WITHIH	10	114.03	114.03-114.03	19691545	19691585	Withers height	Significant				
166253	WITHIH	10	357.09	357.09-357.09	61666115	61666155	Withers height	Significant				
29504	BSIZE	11		1323.61-1323.61	23259712	23259752	Overall body size	Significant				
165767	WITHIH	11			42975729	42975769	Withers height	Significant				
165770	WITHIH	11			26540238	26540278	Withers height	Significant				
165789	WITHIH	11			56880137	56880177	Withers height	Significant				
165790	WITHIH	11			56880173	56880213	Withers height	Significant				
165792	WITHIH	11			43560743	43560783	Withers height	Significant				
165815	WITHIH	11			54548795	54548835	Withers height	Significant				
165825	WITHIH	11			23732571	23732611	Withers height	Significant				
165835	WITHIH	11			40824165	40824205	Withers height	Significant				
165843	WITHIH	11					Withers height	Significant				
165861	WITHIH	11			56459161	56459201	Withers height	Significant				
165878	WITHIH	11			47262481	47262521	Withers height	Significant				
165912	WITHIH	11			18230572	18230612	Withers height	Significant				
165971	WITHIH	11			44420179	44420219	Withers height	Significant				
165979	WITHIH	11			42468695	42468735	Withers height	Significant				
166026	WITHIH	11			45631497	45631537	Withers height	Significant				
166029	WITHIH	11			46064631	46064671	Withers height	Significant				
166046	WITHIH	11			40136904	40136944	Withers height	Significant				
166049	WITHIH	11			55400541	55400581	Withers height	Significant				
166105	WITHIH	11			42975729	42975769	Withers height	Significant				
166129	WITHIH	11			56880137	56880177	Withers height	Significant				
166130	WITHIH	11			56880173	56880213	Withers height	Significant				
166219	WITHIH	11			55421763	55421803	Withers height	Significant				
166264	WITHIH	11			37920448	37920488	Withers height	Significant				
165846	WITHIH	12			28325334	28325374	Withers height	Significant				
165889	WITHIH	12			20154663	20154703	Withers height	Significant				
166020	WITHIH	12			15778243	15778283	Withers height	Significant				
166114	WITHIH	12			28543866	28543906	Withers height	Significant				
166151	WITHIH	12			28325334	28325374	Withers height	Significant				
166171	WITHIH	12			28325557	28325597	Withers height	Significant				
166224	WITHIH	12			31065399	31065439	Withers height	Significant				
166233	WITHIH	12			19547210	19547250	Withers height	Significant				
166255	WITHIH	12			27959805	27959845	Withers height	Significant				
165838	WITHIH	13			41491538	41491578	Withers height	Significant				
165959	WITHIH	13	267.54	267.54-267.54	16559127	16559167	Withers height	Significant				
165986	WITHIH	13			41491538	41491578	Withers height	Significant				
166042	WITHIH	13	13.76	13.76-13.76	851493	851533	Withers height	Significant				
166098	WITHIH	13	398.93	398.93-398.93	24691941	24691981	Withers height	Significant				
165762	WITHIH	14	83.26	83.26-83.26	49020413	49020453	Withers height	Significant				
165775	WITHIH	14	150.65	150.65-150.65	88695189	88695229	Withers height	Significant				
165834	WITHIH	14	148.47	148.47-148.47	87408215	87408255	Withers height	Significant				
165847	WITHIH	14	48.00	48.00-48.00	28261026	28261066	Withers height	Significant				
165919	WITHIH	14	13.82	13.82-13.82	8134629	8134669	Withers height	Significant				
165920	WITHIH	14	13.82	13.82-13.82	8134689	8134729	Withers height	Significant				
165921	WITHIH	14	13.82	13.82-13.82	8137605	8137645	Withers height	Significant				
165975	WITHIH	14	45.18	45.18-45.18	26600403	26600443	Withers height	Significant				
165976	WITHIH	14	148.20	148.20-148.20	87254668	87254708	Withers height	Significant				
165989	WITHIH	14	97.98	97.98-97.98	57685583	57685623	Withers height	Significant				
165999	WITHIH	14	34.17	34.17-34.17	20117592	20117632	Withers height	Significant				
166088	WITHIH	14	6.54	6.54-6.54	3849792	3849832	Withers height	Significant				
166147	WITHIH	14	150.65	150.65-150.65	88695189	88695229	Withers height	Significant				
166212	WITHIH	14	35.14	35.14-35.14	20689024	20689064	Withers height	Significant				
166245	WITHIH	14	81.50	81.50-81.50	47982500	47982540	Withers height	Significant				
166247	WITHIH	14	98.51	98.51-98.51	57995629	57995669	Withers height	Significant				
166262	WITHIH	14	33.40	33.40-33.40	19666695	19666735	Withers height	Significant				
147710	BW	15			80921851	80921891	Body weight	Significant				
