Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR979310,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979311,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979312,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979313,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979314,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979315,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979316,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979318,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979319,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979320,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979321,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979322,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979323,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979324,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979325,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979326,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979327,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979328,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979329,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979330,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979331,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979332,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979334,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979335,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979336,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979337,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979338,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979339,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979340,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979342,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979343,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979344,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979345,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979346,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979347,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979348,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979349,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979350,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979351,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979352,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979353,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979354,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979357,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979358,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979359,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979360,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979361,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979362,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979363,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979364,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979365,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979366,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979367,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979368,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979369,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979370,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979371,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979372,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979373,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979374,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979375,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979376,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979377,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979378,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979379,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979380,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979381,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979382,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979383,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979384,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979385,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979386,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979387,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979388,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979389,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979390,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979391,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979392,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979393,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979396,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979397,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979398,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979399,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979400,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979401,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979402,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979403,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979405,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979406,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979407,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979408,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979409,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979410,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979411,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979412,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979413,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979414,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979415,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979416,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979417,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979418,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979419,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979420,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979422,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979423,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979424,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979425,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979427,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979428,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979429,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979430,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979431,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979432,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979433,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979434,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979435,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979436,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979437,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979438,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979439,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979441,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979442,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979443,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979444,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979446,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979447,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979448,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979485,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979486,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979487,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979488,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979489,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979490,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979491,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979492,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979494,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979495,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979496,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979498,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979499,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979500,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979501,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979502,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979503,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979504,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979505,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979506,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979507,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979508,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979509,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979510,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979511,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979512,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979513,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979514,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979515,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979516,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979518,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979658,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979659,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979660,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979661,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979662,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979663,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979664,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979665,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979666,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979667,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979668,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979669,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979670,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979671,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979672,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979673,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979674,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979675,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979676,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979677,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979679,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979680,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979681,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979682,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979683,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979685,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979686,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979687,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
