Run,Assay Type,AssemblyName,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,AvgSpotLen,Bases,Bytes,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,Description,INSDC_center_alias,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR1527966,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075260,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598858,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075260,ERP016448,HF10,202.0,26412070852.0,13580514442.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246370,ERS1246370,Haflinger,Haflinger- female,,,
ERR1527967,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075261,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598859,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075261,ERP016448,KWPN1,202.0,32208642046.0,17505139496.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246371,ERS1246371,Koninklijk Warmbloed Paard Nederland,Koninklijk Warmbloed Paard Nederland,,,
ERR1527968,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075262,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598860,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075262,ERP016448,QH070,299.0,90141437878.0,34548747263.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246372,ERS1246372,Quarter Horse,Quarter Horse - female,,,
ERR1527969,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075263,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598861,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075263,ERP016448,QH224,300.0,85760082343.0,36963374637.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246373,ERS1246373,Quarter Horse,Quarter Horse - male,,,
ERR1527971,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075265,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598863,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075265,ERP016448,FM0474,202.0,47963197342.0,25037821296.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246375,ERS1246375,Franches-Montagnes,Franches-Montagnes- male,,,
ERR1527972,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075266,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598864,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075266,ERP016448,SW024,202.0,31466223568.0,17045697503.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246376,ERS1246376,Swiss Warmblood,Swiss Warmblood - female,,,
ERR1545179,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351922,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615949,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351922,ERP016448,BY01,202.0,45919141566.0,22547214454.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263371,ERS1263371,German WarmBlood,German Warmblood,,,
ERR1545181,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351924,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615951,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351924,ERP016448,HOL01,202.0,53335457032.0,26064911487.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263373,ERS1263373,German WarmBlood,German Warmblood,,,
ERR1545184,WGS,GCA_000002305.1,PRJEB14779,SAMEA4351927,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615954,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351927,ERP016448,OLD02,202.0,43896181458.0,21655331639.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263376,ERS1263376,German WarmBlood,German Warmblood,,,
ERR1545186,WGS,GCA_000002305.1,PRJEB14779,SAMEA4351930,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615956,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351930,ERP016448,WF01,202.0,56179429778.0,27858659278.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263379,ERS1263379,German WarmBlood,German Warmblood,,,
ERR1545188,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351933,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615958,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351933,ERP016448,RAO310,260.0,111618441750.0,43023723079.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263382,ERS1263382,German WarmBlood,German Warmblood,,,
ERR1545190,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351932,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615960,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351932,ERP016448,P1,202.0,42030332304.0,22138054015.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263381,ERS1263381,German WarmBlood,German Warmblood,,,
ERR1735862,WGS,GCA_000002305.1,PRJEB14779,SAMEA4552432,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-11-16,2018-11-16,ERX1805697,Illumina HiSeq 2500,TB049_WGA-LIB,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-11-17T00:00:00Z,SAMEA4552432,ERP016448,TB049_WGA,300.0,80732195825.0,22118437170.0,ERC000011,UNIBE-IG,2016-11-16T17:02:46Z,2016-11-16T14:26:00Z,public,ERS1451611,ERS1451611,Vollblut - female,,,,
ERR1527947,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075241,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598839,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075241,ERP016448,AKT001,252.0,81208170540.0,23182599809.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246351,ERS1246351,Akhal-Teke,Akhal-Teke - male,,,
ERR1527948,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075242,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598840,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075242,ERP016448,AKT003,298.0,54441020613.0,17506994826.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246352,ERS1246352,Akhal-Teke,Akhal-Teke - female,,,
ERR1527949,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075243,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598841,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075243,ERP016448,AKT004,299.0,47971663672.0,15609445466.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246353,ERS1246353,Akhal-Teke,Akhal-Teke - male,,,
ERR1527951,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075245,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598843,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075245,ERP016448,AV145,299.0,76836450732.0,24506583888.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246355,ERS1246355,Arabian,Arabian - female,,,
ERR1527958,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075252,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598850,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075252,ERP016448,FM0673,202.0,51025991840.0,26867737150.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246362,ERS1246362,Franches-Montagnes,Franches-Montagnes - female,,,
ERR1527960,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075254,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598852,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075254,ERP016448,FM1178,190.0,13348372480.0,7419082141.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246364,ERS1246364,Franches-Montagnes,Franches-Montagnes - male,,,
ERR1527963,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075257,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598855,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075257,ERP016448,FM1369,202.0,40468429318.0,20578467951.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246367,ERS1246367,Franches-Montagnes,Franches-Montagnes - female,,,
ERR1527964,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075258,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598856,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075258,ERP016448,FM1435,202.0,38383526314.0,20003926153.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246368,ERS1246368,Franches-Montagnes,Franches-Montagnes- male,,,
ERR1527965,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075259,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598857,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075259,ERP016448,FM1459,202.0,41521850430.0,20575674093.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246369,ERS1246369,Franches-Montagnes,Franches-Montagnes - female,,,
ERR1527970,WGS,GCF_000002305.2,PRJEB14779,SAMEA4075264,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1598862,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4075264,ERP016448,QH225,299.0,48153985988.0,18574328472.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-12T14:18:48Z,public,ERS1246374,ERS1246374,Quarter Horse,Quarter Horse - male,,,
ERR1545178,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351921,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615948,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351921,ERP016448,BW01,202.0,45281582702.0,22466020843.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:51Z,public,ERS1263370,ERS1263370,German WarmBlood,German Warmblood,,,
ERR1545180,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351923,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615950,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351923,ERP016448,HAN01,202.0,35293847636.0,17312518231.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263372,ERS1263372,German WarmBlood,German Warmblood,,,
ERR1545182,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351925,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615952,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351925,ERP016448,HOL02,202.0,33196328924.0,17078517569.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263374,ERS1263374,German WarmBlood,German Warmblood,,,
ERR1545183,WGS,GCA_000002305.1,PRJEB14779,SAMEA4351926,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615953,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351926,ERP016448,OLD01,202.0,51953678254.0,25878921404.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263375,ERS1263375,German WarmBlood,German Warmblood,,,
ERR1545185,WGS,GCA_000002305.1,PRJEB14779,SAMEA4351928,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615955,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351928,ERP016448,TRA01,202.0,37744735654.0,19599715772.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263377,ERS1263377,German WarmBlood,German Warmblood,,,
ERR1545187,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351931,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615957,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351931,ERP016448,WF02,202.0,43625361472.0,22583125445.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263380,ERS1263380,German WarmBlood,German Warmblood,,,
ERR1545189,WGS,GCF_000002305.2,PRJEB14779,SAMEA4351934,"INSTITUTE OF GENETICS, UNIVERSITY OF BERN, SWITZER",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-11,2018-11-16,ERX1615959,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-09-29T00:00:00Z,SAMEA4351934,ERP016448,RAO440,280.0,103726796158.0,33925351997.0,ERC000011,UNIBE-IG,2016-09-11T17:01:23Z,2016-07-22T07:11:52Z,public,ERS1263383,ERS1263383,German WarmBlood,German Warmblood,,,
